Topic,Yield Score,Verdict,Is Tagged?,Years Found,Key Fact
Susan Faludi 1959 Media Feminism and the Myth of Backlash,10,✅ HIGH YIELD,YES,,"Susan Faludi is an acclaimed American feminist, journalist, and author, best known for her incisive critiques of how women are portrayed in the media. She won the Pulitzer Prize for Explanatory Journalism in 1991 for her investigative report on the leveraged buyout of Safeway Stores, Inc., and received the Kirkus Prize for her memoir In the Darkroom (2016), which was also a finalist for the 2017 Pulitzer Prize in biography. Her most influential work, Backlash: The Undeclared War Against American Women (1991) , earned the National Book Critics Circle Award and remains a cornerstone of feminist media studies. In this landmark text, Faludi argues that the social and personal challenges faced by American women in the 1980s were falsely attributed to the feminist movement. She demonstrates how the media manufactured a narrative of “backlash,” blaming feminism for supposed crises in women’s lives without credible evidence. Central to her thesis is the concept of “blaming the victim,” wherein feminism is scapegoated for systemic inequalities and cultural anxieties. Faludi’s work continues to shape contemporary feminist thought by challenging reductive media narratives and defending the ongoing relevance of feminist advocacy."
Angela McRobbie 1951 Feminism Media and the Neoliberal Cultural Economy,10,✅ HIGH YIELD,YES,,"Angela McRobbie is a renowned British cultural theorist, feminist, and public intellectual whose work bridges feminist theory, popular culture, and media studies. Deeply influenced by Stuart Hall and the Birmingham School of Cultural Studies, McRobbie is especially noted for coining the term third-person reflexive gaze, which critiques how women are simultaneously objects and interpreters of media representations. Her interdisciplinary scholarship spans themes such as gender and sexuality, the representation of young women in popular culture, the British fashion industry, and the effects of neoliberalism on feminist politics and the creative economy. In The Aftermath of Feminism (2008) , McRobbie draws upon Michel Foucault to analyze how disciplinary technologies target young women, transforming feminist ideals into tools of self-governance within neoliberal societies. Her later work, Be Creative? Making a Living in the New Culture Industries (2016), explores precarious labor, individualism, and the commodification of creativity in the digital age. McRobbie’s contributions are essential for understanding how feminism is appropriated, transformed, and resisted within contemporary cultural and economic frameworks."
Xenofeminism TechnoMaterialist Feminism for a PostGender Future,10,✅ HIGH YIELD,YES,,"Xenofeminism  is a contemporary feminist movement that seeks to abolish gender hierarchies through the strategic use of technology, rationality, and scientific tools. Emerging as an intersectional offshoot of cyberfeminism, it was formalized by the feminist collective Laboria Cuboniks in their 2015 manifesto Xenofeminism: A Politics for Alienation. This bold text calls for a feminism that rejects nature as a justification for inequality and instead embraces the alien, the artificial, and the constructed as sources of emancipatory power."
Ecofeminism Gender Nature and Resistance,10,✅ HIGH YIELD,YES,,"Ecofeminism  is a critical movement situated at the intersection of feminism and ecological thought. Coined by French writer Françoise d’Eaubonne in Le Féminisme ou la Mort (1974), the term describes a worldview that links the domination of women with the exploitation of nature, exposing how patriarchal structures simultaneously oppress both. Ecofeminists argue for an egalitarian and collaborative model of society where all forms of life are respected and no one group—be it men, humans, or industrial powers—dominates others."
Nira YuvalDavis Gender and Nation 1997,10,✅ HIGH YIELD,YES,,"Nira Yuval-Davis’s Gender and Nation (1997)  is a landmark contribution to feminist and political theory that interrogates the intersections of gender, nationalism, and identity formation. In this work, Yuval-Davis challenges the assumption that nationhood is a gender-neutral concept by demonstrating how women have been symbolically and materially central to nationalist discourses—as biological reproducers of the nation, cultural transmitters, and boundary markers of ethnic or national groups. Drawing on case studies and theoretical frameworks, she critiques essentialist constructions of both gender and nation, showing how nationalist ideologies often rely on patriarchal structures to maintain social order. The book is an important text in the fields of feminist political theory, postcolonial studies, and identity politics, contributing significantly to understanding the gendered dimensions of national belonging."
Kenneth Dover Greek Homosexuality 1978 rev 1989 2016,10,✅ HIGH YIELD,YES,,"Kenneth Dover’s Greek Homosexuality (1978)  remains one of the most influential scholarly works on sexual practices in ancient Greece. Through a meticulous examination of literary texts, vase iconography, and historical documents from the archaic and classical periods, Dover explores the norms and dynamics of same-sex relations, particularly between adult men and adolescent boys (pederasty). He challenges anachronistic moral judgments by contextualizing these practices within the socio-political and pedagogical systems of the time. The work was groundbreaking in its academic treatment of sexuality, introducing terms such as “active” and “passive” roles in sexual relationships and their social implications. Dover's careful yet provocative analysis laid the foundation for later studies in queer theory and classical studies, making this book a seminal text in both fields."
Rudyard Kipling,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Career,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
The Indian Queen a Tragedy 16641665 Asked in Exam,10,✅ HIGH YIELD,YES,,"The Indian Queen, a Tragedy (1664/1665)"
MarriagealaMode a Comedy 16731673 Asked in Exam,10,✅ HIGH YIELD,YES,,"Marriage-a-la-Mode, a Comedy (1673/1673)"
AurengZebe a Tragedy 16761676 Asked in Exam,10,✅ HIGH YIELD,YES,,"Aureng-Zebe, a Tragedy (1676/1676)"
All for Love or the World Well Lost a Tragedy 16781678 Asked in Exam,10,✅ HIGH YIELD,YES,,"All for Love, or the World Well Lost, a Tragedy (1678/1678)"
When the bubonic plague swept through London in 1665,10,✅ HIGH YIELD,YES,,"Dryden moved to Wiltshire, where he wrote Of Dramatick Poesie (1668)"
Annus Mirabilis a poem published in 1667 Asked in Exam,10,✅ HIGH YIELD,YES,,Annus Mirabilis a poem published in 1667.
Religio Laici 1682,10,✅ HIGH YIELD,YES,,Religio Laici means A Layman's Faith
Red White  Royal Blue 2019 by Casey McQuiston,10,✅ HIGH YIELD,YES,,"Casey McQuiston’s debut novel Red, White & Royal Blue  is a queer romantic comedy set in an alt-reality where the United States has its first female President. The central narrative follows Alex Claremont-Díaz, the bisexual First Son, and his evolving secret romance with Prince Henry of Wales. With vibrant humor, political stakes, and sharp dialogue, the novel celebrates queer love as transformative on both personal and international levels. Praised for its lively characters and emotional depth, the book has resonated widely with readers and critics alike and inspired a successful film adaptation in 2023."
Safe Space 2024 by Alyssa Huynh,10,✅ HIGH YIELD,YES,,"Transgender issues are compellingly explored across Myself Mona Ahmed by Dayanita Singh, The Ministry of Utmost Happiness by Arundhati Roy, and The Man Who Would Be Queen by Hoshang Merchant, each offering distinct yet intersecting portrayals of gender nonconformity in the Indian sociocultural context. In Myself Mona Ahmed (2001), Singh documents the life of Mona Ahmed, a eunuch from Delhi, through an intimate photographic narrative that defies voyeurism and humanizes the subject beyond the traditional hijra archetype. Mona’s own voice, featured through emails and reflections, foregrounds themes of marginalization, longing, and resilience in a society that both excludes and exoticizes her identity. Roy’s The Ministry of Utmost Happiness (2017)  further expands this narrative through the character of Anjum, a transgender hijra who constructs her own inclusive sanctuary in a graveyard—symbolically turning a space of death into a domain of life, memory, and dissent. Anjum’s journey confronts the intersections of caste, gender, and communal violence, offering a politically charged yet deeply humane depiction of trans life. In The Man Who Would Be Queen (1999) , poet and critic Hoshang Merchant blends autobiography with poetic reflection, navigating the terrains of queer desire, effeminacy, and spiritual queerness in the context of Indian masculinity. Merchant’s lyrical explorations challenge normative constructions of gender and offer an intellectual, aesthetic lens into transgender and queer subjectivities. Together, these works provide a multifaceted discourse on the trans experience in India—marked by exclusion, self-articulation, resistance, and cultural reinvention."
